application_id,is_default,first_default_month,max_days_past_due,total_payments_made,default_probability_actual
APP-011192,0,0,0,24,0.23
APP-011193,0,0,0,18,0.691
APP-011194,1,3,60,2,0.92
APP-011195,1,1,90,0,0.73
APP-011196,0,0,0,36,0.11
APP-011197,0,0,0,24,0.26
APP-011198,1,6,30,5,0.421
APP-011199,0,0,0,48,0.14
APP-011200,0,0,1,36,0.14
APP-011201,1,7,90,6,0.291
APP-011202,0,0,0,18,0.26
APP-011203,1,5,90,4,0.291
APP-011204,1,7,60,6,0.3
APP-011205,1,10,120,9,0.6165
APP-011206,1,6,90,5,0.92
APP-011207,0,0,0,36,0.528
APP-011208,1,5,30,4,0.308
APP-011209,0,0,0,24,0.86
APP-011210,0,0,0,12,0.34
APP-011211,0,0,0,48,0.18
APP-011212,0,0,0,36,0.14
APP-011213,0,0,0,48,0.54
APP-011214,1,11,90,10,0.41
APP-011215,1,2,90,1,0.92
APP-011216,0,0,0,36,0.27
APP-011217,0,0,0,36,0.18
APP-011218,1,4,90,3,0.72
APP-011219,1,7,60,6,0.68
APP-011220,1,11,60,10,0.54
APP-011221,1,8,120,7,0.76
APP-011222,0,0,0,24,0.19
APP-011223,0,0,1,36,0.11
APP-011224,1,4,60,3,0.611
APP-011225,0,0,5,24,0.14
APP-011226,0,0,0,12,0.18
APP-011227,1,6,90,5,0.47
APP-011228,0,0,0,36,0.17
APP-011229,0,0,0,36,0.54
APP-011230,1,7,60,6,0.92
APP-011231,0,0,0,36,0.24
APP-011232,0,0,1,36,0.621
APP-011233,1,6,60,5,0.31
APP-011234,1,12,90,11,0.61
APP-011235,0,0,1,36,0.11
APP-011236,0,0,0,48,0.69
APP-011237,0,0,0,18,0.14
APP-011238,1,4,30,3,0.92
APP-011239,1,1,120,0,0.621
APP-011240,0,0,5,36,0.11
APP-011241,0,0,0,12,0.31
APP-011242,0,0,0,18,0.33
APP-011243,1,3,60,2,0.92
APP-011244,0,0,0,36,0.44
APP-011245,1,8,120,7,0.92
APP-011246,0,0,0,36,0.61
APP-011247,0,0,0,48,0.06
APP-011248,1,5,120,4,0.67
APP-011249,0,0,0,36,0.56
APP-011250,1,9,30,8,0.771
APP-011251,0,0,0,18,0.92
APP-011252,1,7,90,6,0.911
APP-011253,1,3,120,2,0.33
APP-011254,0,0,0,60,0.06
APP-011255,0,0,0,48,0.245
APP-011256,0,0,0,36,0.11
APP-011257,1,7,30,6,0.33
APP-011258,1,5,90,4,0.46
APP-011259,0,0,0,48,0.18
APP-011260,1,7,90,6,0.92
APP-011261,0,0,0,36,0.291
APP-011262,0,0,0,36,0.72
APP-011263,0,0,0,24,0.19
APP-011264,1,2,30,1,0.7715
APP-011265,1,11,30,10,0.92
APP-011266,0,0,0,24,0.47
APP-011267,0,0,0,12,0.34
APP-011268,0,0,15,48,0.17
APP-011269,1,4,120,3,0.881
APP-011270,1,7,60,6,0.591
APP-011271,0,0,0,36,0.41
APP-011272,1,7,60,6,0.92
APP-011273,1,12,120,11,0.92
APP-011274,1,6,90,5,0.47
APP-011275,1,7,90,6,0.92
APP-011276,0,0,5,36,0.6915
APP-011277,0,0,0,24,0.19
APP-011278,0,0,15,48,0.36
APP-011279,1,12,60,11,0.92
APP-011280,1,6,60,5,0.92
APP-011281,0,0,0,36,0.06
APP-011282,1,7,90,6,0.92
APP-011283,1,3,120,2,0.78
APP-011284,0,0,0,48,0.19
APP-011285,1,5,30,4,0.46
APP-011286,1,2,30,1,0.38
APP-011287,1,1,60,0,0.74
APP-011288,1,3,90,2,0.584
APP-011289,0,0,1,60,0.27
APP-011290,0,0,0,12,0.68
APP-011291,0,0,0,36,0.38
APP-011292,1,1,60,0,0.56
APP-011293,1,4,30,3,0.84
APP-011294,1,8,120,7,0.92
APP-011295,0,0,1,24,0.18
APP-011296,1,3,120,2,0.41
APP-011297,1,2,60,1,0.81
APP-011298,0,0,15,48,0.11
APP-011299,0,0,0,24,0.34
APP-011300,1,3,90,2,0.901
APP-011301,1,1,120,0,0.64
APP-011302,1,8,30,7,0.92
APP-011303,1,9,120,8,0.67
APP-011304,0,0,0,36,0.18
APP-011305,0,0,0,18,0.611
APP-011306,0,0,5,48,0.19
APP-011307,1,4,60,3,0.26
APP-011308,1,5,60,4,0.23
APP-011309,1,3,180,2,0.24
APP-011310,0,0,0,36,0.53
APP-011311,0,0,0,60,0.22
APP-011312,0,0,5,36,0.41
APP-011313,0,0,0,36,0.14
APP-011314,1,3,180,2,0.11
APP-011315,0,0,0,24,0.62
APP-011316,1,9,60,8,0.56
APP-011317,1,9,60,8,0.92
APP-011318,1,4,90,3,0.871
APP-011319,0,0,0,60,0.19
APP-011320,1,6,120,5,0.92
APP-011321,0,0,15,24,0.341
APP-011322,0,0,0,24,0.28
APP-011323,1,1,120,0,0.91
APP-011324,1,5,90,4,0.49
APP-011325,0,0,1,36,0.371
APP-011326,0,0,1,36,0.14
APP-011327,0,0,0,48,0.39
APP-011328,1,5,60,4,0.631
APP-011329,0,0,0,24,0.27
APP-011330,0,0,15,36,0.8165
APP-011331,0,0,1,24,0.49
APP-011332,0,0,0,36,0.19
APP-011333,0,0,0,36,0.291
APP-011334,0,0,1,36,0.06
APP-011335,0,0,0,18,0.33
APP-011336,1,3,120,2,0.291
APP-011337,0,0,0,24,0.18
APP-011338,0,0,0,36,0.06
APP-011339,0,0,1,60,0.06
APP-011340,1,3,120,2,0.48
APP-011341,0,0,0,48,0.06
APP-011342,1,4,90,3,0.51
APP-011343,1,11,90,10,0.4
APP-011344,0,0,0,48,0.491
APP-011345,0,0,0,48,0.18
APP-011346,0,0,0,60,0.11
APP-011347,0,0,0,18,0.26
APP-011348,0,0,15,36,0.39
APP-011349,1,5,180,4,0.92
APP-011350,1,4,90,3,0.69
APP-011351,1,3,30,2,0.6
APP-011352,1,1,30,0,0.871
APP-011353,1,6,90,5,0.504
APP-011354,1,6,60,5,0.371
APP-011355,1,4,180,3,0.92
APP-011356,0,0,0,24,0.18
APP-011357,1,4,30,3,0.92
APP-011358,0,0,0,36,0.504
APP-011359,0,0,15,18,0.56
APP-011360,1,2,30,1,0.911
APP-011361,0,0,0,36,0.19
APP-011362,1,8,90,7,0.92
APP-011363,1,3,90,2,0.92
APP-011364,0,0,0,48,0.14
APP-011365,1,3,90,2,0.81
APP-011366,1,8,120,7,0.92
APP-011367,1,6,180,5,0.92
APP-011368,1,2,180,1,0.504
APP-011369,0,0,0,48,0.36
APP-011370,1,4,180,3,0.411
APP-011371,1,4,30,3,0.92
APP-011372,0,0,0,24,0.3
APP-011373,1,9,90,8,0.65
APP-011374,1,9,90,8,0.28
APP-011375,0,0,0,48,0.38
APP-011376,0,0,1,36,0.68
APP-011377,0,0,1,24,0.06
APP-011378,1,4,90,3,0.861
APP-011379,0,0,0,12,0.541
APP-011380,0,0,0,12,0.23
APP-011381,1,9,30,8,0.44
APP-011382,0,0,0,18,0.19
APP-011383,1,4,180,3,0.808
APP-011384,1,4,120,3,0.67
APP-011385,1,9,90,8,0.46
APP-011386,1,4,90,3,0.36
APP-011387,0,0,5,36,0.19
APP-011388,1,1,30,0,0.421
APP-011389,1,6,90,5,0.16
APP-011390,1,3,120,2,0.41
APP-011391,1,2,120,1,0.61
APP-011392,1,10,60,9,0.528
APP-011393,1,8,90,7,0.92
APP-011394,1,8,120,7,0.291
APP-011395,1,3,60,2,0.92
APP-011396,0,0,0,48,0.14
APP-011397,0,0,1,36,0.165
APP-011398,1,3,30,2,0.63
APP-011399,0,0,0,36,0.19
APP-011400,1,2,60,1,0.92
APP-011401,0,0,5,18,0.46
APP-011402,0,0,0,36,0.245
APP-011403,0,0,5,48,0.14
APP-011404,0,0,0,48,0.14
APP-011405,1,3,90,2,0.67
APP-011406,1,3,90,2,0.43
APP-011407,0,0,0,36,0.51
APP-011408,1,4,120,3,0.92
APP-011409,1,7,120,6,0.26
APP-011410,1,8,60,7,0.92
APP-011411,1,5,30,4,0.92
APP-011412,1,9,90,8,0.57
APP-011413,1,3,30,2,0.56
APP-011414,1,8,60,7,0.73
APP-011415,0,0,0,60,0.09
APP-011416,1,7,90,6,0.92
APP-011417,0,0,0,48,0.06
APP-011418,1,1,30,0,0.92
APP-011419,0,0,0,24,0.19
APP-011420,1,6,60,5,0.874
APP-011421,0,0,0,12,0.23
APP-011422,0,0,0,48,0.26
APP-011423,0,0,0,24,0.81
APP-011424,0,0,0,18,0.11
APP-011425,0,0,0,36,0.838
APP-011426,0,0,0,48,0.11
APP-011427,0,0,5,12,0.38
APP-011428,1,3,60,2,0.91
APP-011429,0,0,0,60,0.18
APP-011430,1,2,90,1,0.421
APP-011431,1,3,90,2,0.56
APP-011432,1,11,60,10,0.86
APP-011433,0,0,0,18,0.14
APP-011434,1,3,120,2,0.86
APP-011435,0,0,0,60,0.34
APP-011436,0,0,0,36,0.36
APP-011437,0,0,0,36,0.76
APP-011438,0,0,15,24,0.11
APP-011439,1,10,120,9,0.26
APP-011440,0,0,0,36,0.44
APP-011441,0,0,0,12,0.168
APP-011442,0,0,0,36,0.31
APP-011443,1,9,90,8,0.92
APP-011444,1,5,90,4,0.59
APP-011445,0,0,0,36,0.11
APP-011446,1,5,120,4,0.911
APP-011447,0,0,1,48,0.24
APP-011448,0,0,0,18,0.44
APP-011449,0,0,0,60,0.09
APP-011450,1,1,90,0,0.3
APP-011451,1,5,120,4,0.86
APP-011452,1,7,90,6,0.26
APP-011453,1,7,90,6,0.34
APP-011454,0,0,0,24,0.34
APP-011455,1,2,90,1,0.54
APP-011456,1,10,90,9,0.791
APP-011457,0,0,0,36,0.06
APP-011458,0,0,0,48,0.14
APP-011459,1,1,180,0,0.16
APP-011460,0,0,0,48,0.14
APP-011461,0,0,0,36,0.23
APP-011462,0,0,0,36,0.411
APP-011463,0,0,0,36,0.61
APP-011464,0,0,0,60,0.75
APP-011465,0,0,0,24,0.4
APP-011466,1,6,60,5,0.6
APP-011467,1,2,120,1,0.92
APP-011468,0,0,0,48,0.43
APP-011469,0,0,5,36,0.31
APP-011470,1,8,60,7,0.385
APP-011471,1,9,60,8,0.11
APP-011472,1,6,30,5,0.51
APP-011473,0,0,0,48,0.09
APP-011474,0,0,0,36,0.26
APP-011475,1,9,60,8,0.36
APP-011476,1,4,180,3,0.67
APP-011477,1,9,90,8,0.691
APP-011478,0,0,0,48,0.711
APP-011479,0,0,0,36,0.165
APP-011480,1,2,90,1,0.18
APP-011481,1,3,90,2,0.26
APP-011482,1,1,30,0,0.9
APP-011483,0,0,0,24,0.35
APP-011484,1,2,90,1,0.691
APP-011485,1,2,180,1,0.27
APP-011486,1,3,60,2,0.38
APP-011487,0,0,0,36,0.165
APP-011488,0,0,0,36,0.14
APP-011489,1,6,120,5,0.89
APP-011490,1,2,60,1,0.56
APP-011491,0,0,0,24,0.11
APP-011492,1,1,90,0,0.92
APP-011493,1,4,120,3,0.56
APP-011494,1,2,120,1,0.44
APP-011495,1,11,120,10,0.618
APP-011496,0,0,0,36,0.14
APP-011497,0,0,0,36,0.165
APP-011498,0,0,0,48,0.591
APP-011499,0,0,1,36,0.11
APP-011500,0,0,0,36,0.72
APP-011501,0,0,0,36,0.46
APP-011502,0,0,0,48,0.14
APP-011503,1,8,180,7,0.81
APP-011504,1,2,120,1,0.26
APP-011505,0,0,0,24,0.651
APP-011506,0,0,0,48,0.19
APP-011507,0,0,0,36,0.61
APP-011508,1,2,60,1,0.701
APP-011509,1,8,60,7,0.26
APP-011510,0,0,0,24,0.19
APP-011511,1,11,120,10,0.92
APP-011512,0,0,1,48,0.59
APP-011513,1,2,60,1,0.448
APP-011514,0,0,0,48,0.06
APP-011515,1,10,60,9,0.28
APP-011516,1,7,30,6,0.83
APP-011517,0,0,0,24,0.291
APP-011518,1,7,90,6,0.724
APP-011519,0,0,0,24,0.06
APP-011520,1,7,90,6,0.56
APP-011521,0,0,5,36,0.48
APP-011522,0,0,0,24,0.61
APP-011523,1,1,60,0,0.92
APP-011524,1,9,90,8,0.92
APP-011525,0,0,0,36,0.14
APP-011526,0,0,5,48,0.17
APP-011527,0,0,0,36,0.43
APP-011528,1,7,120,6,0.27
APP-011529,0,0,5,36,0.18
APP-011530,0,0,0,36,0.704
APP-011531,0,0,0,36,0.29
APP-011532,0,0,1,48,0.28
APP-011533,0,0,0,36,0.19
APP-011534,1,2,30,1,0.59
APP-011535,0,0,0,36,0.11
APP-011536,1,5,30,4,0.92
APP-011537,0,0,0,36,0.56
APP-011538,0,0,1,48,0.541
APP-011539,1,2,120,1,0.691
APP-011540,1,6,90,5,0.92
APP-011541,1,1,120,0,0.11
APP-011542,0,0,0,48,0.11
APP-011543,0,0,5,24,0.26
APP-011544,0,0,0,48,0.28
APP-011545,0,0,1,36,0.704
APP-011546,1,3,120,2,0.92
APP-011547,0,0,0,48,0.465
APP-011548,0,0,5,24,0.23
APP-011549,1,12,30,11,0.504
APP-011550,1,2,180,1,0.51
APP-011551,1,2,60,1,0.26
APP-011552,0,0,0,36,0.54
APP-011553,1,1,120,0,0.92
APP-011554,1,4,60,3,0.611
APP-011555,0,0,0,36,0.19
APP-011556,1,7,90,6,0.9
APP-011557,0,0,0,36,0.26
APP-011558,0,0,0,36,0.345
APP-011559,0,0,0,36,0.471
APP-011560,0,0,1,36,0.19
APP-011561,0,0,0,24,0.06
APP-011562,1,12,60,11,0.92
APP-011563,0,0,0,24,0.41
APP-011564,0,0,0,24,0.11
APP-011565,1,2,120,1,0.92
APP-011566,1,5,30,4,0.92
APP-011567,1,9,90,8,0.92
APP-011568,1,10,90,9,0.691
APP-011569,1,1,120,0,0.19
APP-011570,0,0,0,60,0.14
APP-011571,1,5,90,4,0.54
APP-011572,1,4,120,3,0.27
APP-011573,0,0,0,36,0.588
APP-011574,1,6,120,5,0.56
APP-011575,1,5,90,4,0.92
APP-011576,0,0,0,48,0.27
APP-011577,1,7,30,6,0.92
APP-011578,0,0,0,36,0.58
APP-011579,1,7,60,6,0.92
APP-011580,1,7,60,6,0.31
APP-011581,0,0,1,36,0.528
APP-011582,1,10,90,9,0.54
APP-011583,1,1,60,0,0.871
APP-011584,1,8,120,7,0.19
APP-011585,0,0,0,24,0.46
APP-011586,0,0,1,36,0.18
APP-011587,1,8,90,7,0.58
APP-011588,0,0,0,12,0.06
APP-011589,1,3,90,2,0.27
APP-011590,1,1,90,0,0.92
APP-011591,1,6,180,5,0.73
APP-011592,1,1,30,0,0.24
APP-011593,0,0,0,48,0.308
APP-011594,1,7,90,6,0.19
APP-011595,0,0,0,48,0.341
APP-011596,1,11,30,10,0.92
APP-011597,0,0,0,36,0.19
APP-011598,0,0,0,36,0.54
APP-011599,0,0,0,48,0.92
APP-011600,0,0,0,48,0.26
APP-011601,0,0,0,36,0.26
APP-011602,0,0,0,24,0.06
APP-011603,0,0,5,36,0.11
APP-011604,1,4,60,3,0.92
APP-011605,0,0,0,36,0.51
APP-011606,1,5,90,4,0.56
APP-011607,0,0,0,24,0.6665
APP-011608,0,0,0,36,0.23
APP-011609,0,0,0,24,0.25
APP-011610,0,0,0,48,0.46
APP-011611,1,1,120,0,0.61
APP-011612,0,0,15,24,0.18
APP-011613,0,0,0,36,0.44
APP-011614,1,7,180,6,0.26
APP-011615,0,0,5,48,0.8
APP-011616,1,3,90,2,0.81
APP-011617,1,8,180,7,0.39
APP-011618,0,0,0,18,0.26
APP-011619,0,0,0,12,0.49
APP-011620,0,0,0,18,0.06
APP-011621,1,4,90,3,0.92
APP-011622,0,0,0,36,0.19
APP-011623,1,2,90,1,0.54
APP-011624,1,2,120,1,0.661
APP-011625,0,0,0,18,0.19
APP-011626,1,2,90,1,0.92
APP-011627,0,0,0,60,0.18
APP-011628,0,0,1,36,0.46
APP-011629,0,0,0,24,0.11
APP-011630,0,0,15,60,0.26
APP-011631,0,0,0,36,0.18
APP-011632,0,0,0,24,0.59
APP-011633,0,0,0,24,0.46
APP-011634,1,1,30,0,0.92
APP-011635,0,0,0,48,0.19
APP-011636,1,4,120,3,0.571
APP-011637,0,0,15,48,0.06
APP-011638,1,2,60,1,0.55
APP-011639,1,6,30,5,0.92
APP-011640,1,1,60,0,0.92
APP-011641,1,9,60,8,0.72
APP-011642,0,0,0,48,0.06
APP-011643,1,6,90,5,0.92
APP-011644,0,0,0,24,0.39
APP-011645,0,0,1,24,0.76
APP-011646,1,2,30,1,0.631
APP-011647,1,7,120,6,0.61
APP-011648,0,0,0,18,0.11
APP-011649,0,0,0,36,0.28
APP-011650,1,4,30,3,0.69
APP-011651,0,0,0,48,0.58
APP-011652,0,0,15,24,0.14
APP-011653,0,0,0,48,0.26
APP-011654,1,1,90,0,0.92
APP-011655,1,8,120,7,0.59
APP-011656,0,0,0,48,0.72
APP-011657,0,0,5,36,0.17
APP-011658,1,3,60,2,0.308
APP-011659,1,10,180,9,0.92
APP-011660,1,9,180,8,0.7365
APP-011661,0,0,0,48,0.34
APP-011662,1,4,120,3,0.92
APP-011663,1,7,180,6,0.92
APP-011664,0,0,1,24,0.64
APP-011665,0,0,0,24,0.92
APP-011666,0,0,0,24,0.31
APP-011667,1,8,60,7,0.54
APP-011668,1,4,180,3,0.92
APP-011669,0,0,0,36,0.661
APP-011670,1,3,90,2,0.26
APP-011671,0,0,0,48,0.11
APP-011672,0,0,0,48,0.06
APP-011673,0,0,0,48,0.26
APP-011674,1,2,60,1,0.92
APP-011675,1,6,90,5,0.59
APP-011676,1,6,90,5,0.34
APP-011677,0,0,0,36,0.11
APP-011678,0,0,0,36,0.54
APP-011679,0,0,0,36,0.18
APP-011680,0,0,0,24,0.54
APP-011681,1,3,120,2,0.61
APP-011682,0,0,0,36,0.41
APP-011683,1,4,60,3,0.92
APP-011684,0,0,0,36,0.11
APP-011685,1,5,60,4,0.46
APP-011686,0,0,0,24,0.46
APP-011687,0,0,0,48,0.421
APP-011688,0,0,0,24,0.61
APP-011689,1,8,120,7,0.45
APP-011690,1,4,90,3,0.864
APP-011691,0,0,0,48,0.31
APP-011692,1,10,120,9,0.34
APP-011693,0,0,1,36,0.09
APP-011694,0,0,15,36,0.26
APP-011695,0,0,5,12,0.18
APP-011696,0,0,0,36,0.21
APP-011697,1,4,30,3,0.67
APP-011698,1,2,60,1,0.86
APP-011699,0,0,0,36,0.541
APP-011700,0,0,1,24,0.19
APP-011701,0,0,0,36,0.18
APP-011702,0,0,0,18,0.54
APP-011703,0,0,5,36,0.34
APP-011704,1,4,90,3,0.291
APP-011705,1,3,90,2,0.701
APP-011706,1,11,180,10,0.23
APP-011707,1,6,180,5,0.38
APP-011708,1,3,90,2,0.641
APP-011709,0,0,0,48,0.18
APP-011710,0,0,0,12,0.31
APP-011711,0,0,0,48,0.11
APP-011712,0,0,0,48,0.45
APP-011713,0,0,0,24,0.66
APP-011714,1,4,60,3,0.76
APP-011715,0,0,0,48,0.5915
APP-011716,1,5,90,4,0.92
APP-011717,1,7,90,6,0.41
APP-011718,1,4,120,3,0.758
APP-011719,0,0,0,24,0.36
APP-011720,0,0,0,36,0.52
APP-011721,0,0,0,48,0.54
APP-011722,0,0,0,48,0.26
APP-011723,1,5,90,4,0.76
APP-011724,1,2,90,1,0.64
APP-011725,0,0,0,48,0.06
APP-011726,0,0,0,48,0.11
APP-011727,0,0,0,36,0.19
APP-011728,1,5,180,4,0.34
APP-011729,0,0,0,12,0.06
APP-011730,1,6,120,5,0.45
APP-011731,1,2,90,1,0.63
APP-011732,1,3,30,2,0.385
APP-011733,0,0,0,18,0.76
APP-011734,1,3,60,2,0.64
APP-011735,0,0,0,60,0.38
APP-011736,0,0,1,36,0.14
APP-011737,0,0,0,60,0.26
APP-011738,0,0,1,60,0.641
APP-011739,0,0,1,36,0.19
APP-011740,1,3,60,2,0.42
APP-011741,0,0,0,18,0.14
APP-011742,1,5,180,4,0.69
APP-011743,0,0,0,36,0.06
APP-011744,0,0,15,48,0.16
APP-011745,0,0,0,36,0.06
APP-011746,1,4,90,3,0.891
APP-011747,0,0,5,24,0.14
APP-011748,1,9,90,8,0.33
APP-011749,1,1,30,0,0.92
APP-011750,0,0,0,36,0.18
APP-011751,0,0,1,18,0.06
APP-011752,0,0,0,48,0.23
APP-011753,0,0,5,36,0.51
APP-011754,1,3,180,2,0.79
APP-011755,0,0,1,18,0.46
APP-011756,1,2,60,1,0.411
APP-011757,0,0,0,36,0.35
APP-011758,0,0,0,60,0.61
APP-011759,1,8,120,7,0.51
APP-011760,1,8,120,7,0.471
APP-011761,1,5,120,4,0.73
APP-011762,0,0,0,60,0.09
APP-011763,0,0,0,12,0.26
APP-011764,1,5,120,4,0.92
APP-011765,0,0,0,60,0.71
APP-011766,1,1,90,0,0.6
APP-011767,1,10,60,9,0.61
APP-011768,1,6,180,5,0.504
APP-011769,1,3,30,2,0.615
APP-011770,0,0,0,48,0.11
APP-011771,1,7,120,6,0.92
APP-011772,0,0,1,48,0.26
APP-011773,1,5,30,4,0.608
APP-011774,1,7,30,6,0.54
APP-011775,1,7,60,6,0.45
APP-011776,1,1,60,0,0.8
APP-011777,0,0,5,48,0.11
APP-011778,1,2,90,1,0.291
APP-011779,0,0,0,18,0.56
APP-011780,1,8,30,7,0.92
APP-011781,0,0,0,48,0.661
APP-011782,0,0,15,12,0.84
APP-011783,0,0,0,36,0.76
APP-011784,1,4,60,3,0.72
APP-011785,1,5,120,4,0.711
APP-011786,1,3,90,2,0.7365
APP-011787,1,5,30,4,0.92
APP-011788,0,0,0,48,0.11
APP-011789,1,5,30,4,0.64
APP-011790,1,6,180,5,0.411
APP-011791,1,1,180,0,0.721
APP-011792,1,7,90,6,0.4
APP-011793,0,0,1,24,0.371
APP-011794,0,0,1,24,0.48
APP-011795,0,0,0,36,0.21
APP-011796,0,0,1,36,0.14
APP-011797,1,8,120,7,0.47
APP-011798,1,8,90,7,0.61
APP-011799,0,0,0,36,0.64
APP-011800,1,7,60,6,0.345
APP-011801,0,0,0,18,0.644
APP-011802,0,0,0,24,0.245
APP-011803,0,0,1,48,0.47
APP-011804,1,5,90,4,0.92
APP-011805,1,5,60,4,0.411
APP-011806,1,6,60,5,0.51
APP-011807,0,0,0,48,0.51
APP-011808,1,11,180,10,0.92
APP-011809,1,2,90,1,0.92
APP-011810,0,0,0,36,0.165
APP-011811,0,0,0,48,0.411
APP-011812,0,0,0,36,0.385
APP-011813,1,1,120,0,0.861
APP-011814,0,0,0,36,0.38
APP-011815,1,4,60,3,0.511
APP-011816,0,0,0,36,0.38
APP-011817,0,0,0,36,0.59
APP-011818,0,0,0,36,0.23
APP-011819,0,0,0,36,0.06
APP-011820,1,9,120,8,0.68
APP-011821,0,0,0,36,0.14
APP-011822,0,0,1,24,0.504
APP-011823,0,0,0,60,0.23
APP-011824,0,0,0,36,0.19
APP-011825,0,0,1,48,0.388
APP-011826,0,0,0,36,0.24
APP-011827,0,0,15,60,0.11
APP-011828,1,5,180,4,0.92
APP-011829,0,0,5,36,0.19
APP-011830,0,0,15,36,0.245
APP-011831,0,0,0,48,0.26
APP-011832,0,0,0,18,0.14
APP-011833,0,0,0,36,0.11
APP-011834,0,0,0,24,0.75
APP-011835,1,12,60,11,0.92
APP-011836,1,3,60,2,0.64
APP-011837,0,0,1,48,0.53
APP-011838,0,0,0,36,0.14
APP-011839,0,0,0,24,0.504
APP-011840,1,3,90,2,0.58
APP-011841,0,0,0,24,0.23
APP-011842,0,0,0,36,0.06
APP-011843,0,0,0,48,0.72
APP-011844,0,0,0,12,0.565
APP-011845,0,0,0,36,0.26
APP-011846,0,0,0,36,0.45
APP-011847,1,2,90,1,0.644
APP-011848,0,0,0,36,0.38
APP-011849,1,6,60,5,0.691
APP-011850,0,0,0,36,0.53
APP-011851,0,0,0,36,0.18
APP-011852,0,0,0,24,0.19
APP-011853,1,7,120,6,0.92
APP-011854,1,1,90,0,0.76
APP-011855,1,10,120,9,0.63
APP-011856,0,0,0,12,0.491
APP-011857,0,0,0,36,0.06
APP-011858,0,0,0,48,0.31
APP-011859,0,0,0,36,0.11
APP-011860,1,1,60,0,0.92
APP-011861,0,0,0,12,0.528
APP-011862,0,0,0,60,0.46
APP-011863,1,10,90,9,0.06
APP-011864,0,0,0,24,0.06
APP-011865,1,3,90,2,0.8865
APP-011866,0,0,0,12,0.11
APP-011867,0,0,0,48,0.16
APP-011868,0,0,0,48,0.46
APP-011869,0,0,0,48,0.421
APP-011870,0,0,0,18,0.23
APP-011871,0,0,15,18,0.32
APP-011872,1,7,180,6,0.92
APP-011873,0,0,0,36,0.06
APP-011874,0,0,0,48,0.54
APP-011875,0,0,0,36,0.19
APP-011876,0,0,0,18,0.31
APP-011877,1,11,90,10,0.45
APP-011878,0,0,0,48,0.371
APP-011879,0,0,0,36,0.34
APP-011880,0,0,0,36,0.09
APP-011881,0,0,0,48,0.54
APP-011882,0,0,15,60,0.19
APP-011883,1,4,90,3,0.36
APP-011884,0,0,0,60,0.27
APP-011885,0,0,0,24,0.308
APP-011886,1,3,90,2,0.92
APP-011887,0,0,15,36,0.61
APP-011888,0,0,0,36,0.09
APP-011889,0,0,5,36,0.14
APP-011890,0,0,0,60,0.26
APP-011891,0,0,0,36,0.385
APP-011892,1,9,90,8,0.388
APP-011893,0,0,0,48,0.24
APP-011894,1,3,120,2,0.461
APP-011895,1,2,30,1,0.62
APP-011896,0,0,0,36,0.09
APP-011897,0,0,0,60,0.4
APP-011898,0,0,0,24,0.48
APP-011899,0,0,0,36,0.18
APP-011900,0,0,0,60,0.38
APP-011901,1,2,60,1,0.92
APP-011902,1,8,120,7,0.9
APP-011903,0,0,0,36,0.28
APP-011904,1,5,90,4,0.36
APP-011905,1,6,90,5,0.31
APP-011906,0,0,0,48,0.11
APP-011907,1,7,90,6,0.92
APP-011908,0,0,0,48,0.28
APP-011909,0,0,0,36,0.53
APP-011910,0,0,0,48,0.385
APP-011911,0,0,0,48,0.325
APP-011912,0,0,0,24,0.06
APP-011913,0,0,1,48,0.31
APP-011914,0,0,0,36,0.14
APP-011915,1,5,90,4,0.92
APP-011916,0,0,0,24,0.41
APP-011917,0,0,5,24,0.26
APP-011918,0,0,1,60,0.64
APP-011919,0,0,0,60,0.06
APP-011920,0,0,0,18,0.61
APP-011921,1,1,180,0,0.64
APP-011922,0,0,0,36,0.38
APP-011923,0,0,0,18,0.19
APP-011924,0,0,0,24,0.18
APP-011925,1,6,30,5,0.74
APP-011926,1,6,90,5,0.78
APP-011927,1,7,180,6,0.751
APP-011928,1,5,120,4,0.425
APP-011929,0,0,0,60,0.23
APP-011930,1,9,30,8,0.92
APP-011931,0,0,0,60,0.461
APP-011932,0,0,0,24,0.39
APP-011933,1,8,60,7,0.43
APP-011934,1,8,120,7,0.371
APP-011935,0,0,0,48,0.56
APP-011936,1,1,60,0,0.36
APP-011937,1,5,90,4,0.411
APP-011938,0,0,0,18,0.18
APP-011939,0,0,0,24,0.11
APP-011940,0,0,0,36,0.06
APP-011941,1,3,90,2,0.63
APP-011942,0,0,0,36,0.528
APP-011943,0,0,5,36,0.46
APP-011944,1,11,60,10,0.84
APP-011945,1,4,30,3,0.75
APP-011946,1,9,60,8,0.804
APP-011947,1,9,30,8,0.641
APP-011948,0,0,5,48,0.54
APP-011949,1,3,60,2,0.54
APP-011950,1,4,60,3,0.51
APP-011951,0,0,0,12,0.14
APP-011952,0,0,0,36,0.11
APP-011953,1,2,90,1,0.46
APP-011954,1,3,120,2,0.76
APP-011955,0,0,1,18,0.371
APP-011956,0,0,1,48,0.26
APP-011957,0,0,5,60,0.69
APP-011958,0,0,0,48,0.365
APP-011959,0,0,0,36,0.14
APP-011960,0,0,0,18,0.23
APP-011961,0,0,0,12,0.31
APP-011962,1,9,60,8,0.92
APP-011963,1,4,60,3,0.844
APP-011964,0,0,1,36,0.11
APP-011965,1,8,60,7,0.92
APP-011966,1,5,60,4,0.495
